smiles,murcko_scaffold
Cc1c(-c2ccnc(NC3CCC(N)CC3)n2)ccnc1NC1CCOCC1,c1cc(-c2ccnc(NC3CCCCC3)n2)cc(NC2CCOCC2)n1
Cc1[nH]ncc1-c1ccnc(NC2COC2)n1,c1cc(-c2cn[nH]c2)nc(NC2COC2)n1
Nc1cc(-c2ccnc(NC3CCC(O)CC3)n2)ncc1Cl,c1ccc(-c2ccnc(NC3CCCCC3)n2)nc1
FC1CCC(Nc2nccc(-c3c(Cl)n[nH]c3Cl)n2)CC1,c1cc(-c2cn[nH]c2)nc(NC2CCCCC2)n1
CC1CCC(c2[nH]ncc2-c2ccnc(Nc3ccc(F)cc3)n2)C1,c1ccc(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)cc1
OCc1c(-c2ccnc(NC3CC3)n2)cnn1C1CCOC1,c1cc(-c2cnn(C3CCOC3)c2)nc(NC2CC2)n1
c1cnc2[nH]cc(-c3ccnc(NC4CCNCC4)n3)c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCNCC4)n3)c2c1
Cn1ncc(-c2ccnc(NC3CC=CC3)n2)c1Cl,C1=CCC(Nc2nccc(-c3cn[nH]c3)n2)C1
CN(c1ccc(-c2ccnc(NC3CC3)n2)cc1)c1ccnc(NC2CC2)n1,c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)nc(NC2CC2)n1
Fc1ccc(Nc2nccc(-c3cnc(NC4CC4)cn3)n2)cc1,c1ccc(Nc2nccc(-c3cnc(NC4CC4)cn3)n2)cc1
NN1CCN(c2ccc(Nc3nccc(-c4ccc(Cl)cc4)n3)cc2F)CC1,c1ccc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1
O=C(O)N1Cc2ncc(-c3ccnc(NC4CC4)n3)nc2CC1=O,O=C1Cc2nc(-c3ccnc(NC4CC4)n3)cnc2CN1
FC1CCC(Nc2nccc(-c3c[nH]c4ncc(Cl)cc34)n2)C1,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1
FC1CCC(Nc2nccc(-c3cn[nH]c3I)n2)CC1,c1cc(-c2cn[nH]c2)nc(NC2CCCCC2)n1
Cn1nccc1-c1ccnc(Nc2ccc(C(=O)NC3CC3)cc2)n1,O=C(NC1CC1)c1ccc(Nc2nccc(-c3ccn[nH]3)n2)cc1
c1ccc(Nc2cc(-c3ccncn3)ccn2)cc1,c1ccc(Nc2cc(-c3ccncn3)ccn2)cc1
O=c1cc(-c2ccnc(NC3CCOC3)n2)cn[nH]1,O=c1cc(-c2ccnc(NC3CCOC3)n2)cn[nH]1
NC1CCC(Nc2cc(-c3c[nH]c4ncccc34)ccn2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)c3)c2c1
COc1cnc(Nc2ccc(-c3ccnc(NC(=O)C4CC4)c3)cc2)nc1Cl,O=C(Nc1cc(-c2ccc(Nc3ncccn3)cc2)ccn1)C1CC1
CCCCC(CO)n1ncc(-c2ccnc(NC3CC3)n2)c1C,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
O=C1NC(=O)c2nc(-c3ccnc(NC4CC4)n3)cnc21,O=C1NC(=O)c2nc(-c3ccnc(NC4CC4)n3)cnc21
O=C1Nc2cccc(-c3ccnc(NC4CC4)n3)c2C12CC2,O=C1Nc2cccc(-c3ccnc(NC4CC4)n3)c2C12CC2
O=S(=O)(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCC(N2CCOC2)C1,O=S(=O)(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCC(N2CCOC2)C1
CN1CCC(Nc2nc(Nc3ccc(-c4cn[nH]c4)cc3)ncc2Cl)CC1,c1cc(NC2CCNCC2)nc(Nc2ccc(-c3cn[nH]c3)cc2)n1
Nc1ncc(-c2ccnc(NC3CC3)n2)c(NC2CC(N)C2)n1,c1cc(-c2cncnc2NC2CCC2)nc(NC2CC2)n1
O=C(O)c1ccccc1Nc1nc(NC2CCC(F)CC2)ncc1Cl,c1ccc(Nc2ccnc(NC3CCCCC3)n2)cc1
Cn1cc(-c2ccnc(NC3CC3)n2)c2ccccc21,c1ccc2c(-c3ccnc(NC4CC4)n3)c[nH]c2c1
CCn1ncc(-c2ccnc(NC3CC3)n2)c1Br,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
Fc1cc(Nc2nccc(-c3ccccc3)n2)ccc1Cl,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
c1cc(-c2ccnc3[nH]ccc23)nc(NC2CCCOC2)n1,c1cc(-c2ccnc3[nH]ccc23)nc(NC2CCCOC2)n1
Fc1ccc(Nc2nccc(-c3ccncn3)n2)cc1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
Nc1cnc2c(c1)c(-c1ccnc(NC3CCC(F)C3)n1)cn2C1CC1,c1cnc2c(c1)c(-c1ccnc(NC3CCCC3)n1)cn2C1CC1
CC1CCCC(Nc2nccc(-c3cnn(C)c3Br)n2)C1,c1cc(-c2cn[nH]c2)nc(NC2CCCCC2)n1
O=S(Cl)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
O=C(F)c1ccc(Nc2nccc(-c3cc(F)cc(N4CCCCC4)c3)n2)cc1,c1ccc(Nc2nccc(-c3cccc(N4CCCCC4)c3)n2)cc1
Cn1ncc(-c2ccnc(Nc3ccc(C4=CC(=O)C4)cc3)n2)c1F,O=C1C=C(c2ccc(Nc3nccc(-c4cn[nH]c4)n3)cc2)C1
CC1CC(Nc2nccc(-c3ccc(=O)oc3)n2)C1,O=c1ccc(-c2ccnc(NC3CCC3)n2)co1
O=c1[nH]ncc(-c2ccnc(NC3CCOC3)n2)c1F,O=c1cc(-c2ccnc(NC3CCOC3)n2)cn[nH]1
NC(=O)c1ccccc1Nc1nc(Nc2cccc(Cl)c2)ncc1F,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
OCc1nc(NC2CCCCC2)ncc1-c1c[nH]c2ncc(Cl)cc12,c1cnc2[nH]cc(-c3cnc(NC4CCCCC4)nc3)c2c1
CNc1ccc(Nc2nccc(-c3ccccc3)n2)cc1Cl,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
Cc1nccc(-c2ccnc(NC3CCC(CN)CC3)n2)n1,c1cc(-c2ccnc(NC3CCCCC3)n2)ncn1
COc1ncc(-c2ccnc(NC3CCC(F)C3)n2)c(Cl)n1,c1ncc(-c2ccnc(NC3CCCC3)n2)cn1
Oc1ccc(-c2ccnc(NC3CCNCC3)n2)cc1,c1ccc(-c2ccnc(NC3CCNCC3)n2)cc1
CONC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
CNc1cc(-c2ccccc2)cc(-c2ccnc(NC3CCC(F)C3)n2)n1,c1ccc(-c2ccnc(-c3ccnc(NC4CCCC4)n3)c2)cc1
C=C1C=CC(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)=C1,C=C1C=CC(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)=C1
NC(=O)c1ccccc1Nc1nc(Nc2cccc(F)c2)ncc1Br,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
COc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)s1,c1ccc(Nc2nccc(-c3cccs3)n2)cc1
c1cc(-c2ccnc(NC3CC3)n2)[nH]n1,c1cc(-c2ccnc(NC3CC3)n2)[nH]n1
O=C(O)c1ccccc1Nc1nc(NC2CCCC2)ncc1Cl,c1ccc(Nc2ccnc(NC3CCCC3)n2)cc1
N#Cc1ccc(Nc2nc(Nc3ccccc3C(N)=O)ncc2Cl)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
O=CCc1ccccc1Nc1nc(NC2CCOCC2)ncc1Cl,c1ccc(Nc2ccnc(NC3CCOCC3)n2)cc1
Cn1ncc(-c2ccnc(NC3CCN(C(=O)c4ccccc4O)CC3)n2)c1C1CCCC1,O=C(c1ccccc1)N1CCC(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)CC1
CC(O)c1[nH]ncc1-c1ccnc(NC2CCCCC2)n1,c1cc(-c2cn[nH]c2)nc(NC2CCCCC2)n1
O=C([O-])c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)F)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
CC1C(=O)NCc2cc(-c3ccnc(NC4CC4)n3)cnc21,O=C1Cc2ncc(-c3ccnc(NC4CC4)n3)cc2CN1
Clc1ccc(-c2ccnc(NC3CCCC3)n2)cc1Cl,c1ccc(-c2ccnc(NC3CCCC3)n2)cc1
Brc1ccnc(-c2ccnc(NC3CCCCC3)n2)c1,c1ccc(-c2ccnc(NC3CCCCC3)n2)nc1
NC(=O)c1ccccc1Nc1nc(Nc2ccccn2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccn3)n2)cc1
CC1CCC(c2c(-c3ccnc(NC4CCC(NC=O)CC4)n3)cnn2C)C1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCCCC2)n1
CN(C(N)=O)c1cc(-c2ccnc(NC3CC3)n2)ccn1,c1cc(-c2ccnc(NC3CC3)n2)ccn1
CN1CCN(c2cc(-c3ccnc(Nc4ccccc4)n3)ccn2)CC1,c1ccc(Nc2nccc(-c3ccnc(N4CCNCC4)c3)n2)cc1
FC1CCC(Nc2nccc(-c3c[nH]c4nccc(Cl)c34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
O=C1NCCC1c1c(-c2ccnc(NC3CC3)n2)cnn1C1CCOC1,O=C1NCCC1c1c(-c2ccnc(NC3CC3)n2)cnn1C1CCOC1
CC(O)CNc1nccc(-c2ccnc(NC3CC3)n2)n1,c1cc(-c2ccnc(NC3CC3)n2)ncn1
Nc1nccc(-c2ccnc(Nc3ccc(S)cc3)n2)n1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
Cc1nc(NC2CCC(Nc3nccc(-c4cn[nH]c4)n3)CC2)ncc1Cl,c1cnc(NC2CCC(Nc3nccc(-c4cn[nH]c4)n3)CC2)nc1
CCC(O)c1c(-c2ccnc(NC3COC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2COC2)n1
CCCC(C(=O)O)c1c(-c2ccnc(NC3CC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
O=C1NC2CCC(Nc3nccc(-c4c[nH]c5ncccc45)n3)CC12,O=C1NC2CCC(Nc3nccc(-c4c[nH]c5ncccc45)n3)CC12
CCCc1[nH]ncc1-c1ccnc(NC2CCC(F)CC2)n1,c1cc(-c2cn[nH]c2)nc(NC2CCCCC2)n1
Cn1ncc(-c2ccnc(NC3CCN(C(=O)c4ccccc4)CC3)n2)c1C1CCCOC1,O=C(c1ccccc1)N1CCC(Nc2nccc(-c3cn[nH]c3C3CCCOC3)n2)CC1
Oc1nc(Nc2ccc(-n3cnc(NC4CCCCC4)n3)cc2)ncc1Cl,c1cnc(Nc2ccc(-n3cnc(NC4CCCCC4)n3)cc2)nc1
Nc1ncc(-c2ccnc(NC3CC3)n2)c(N2CCCC3CC32)n1,c1cc(-c2cncnc2N2CCCC3CC32)nc(NC2CC2)n1
CC1(n2cc(Br)c(-c3ccnc(NC4CC4)n3)c2)CC1,c1cc(-c2ccn(C3CC3)c2)nc(NC2CC2)n1
CC1CCC(Nc2nccc(-c3c[nH]c4ncc(Br)cc34)n2)C1,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1
Fc1ccc(-c2ccnc(NC3CCCC(Br)C3)n2)cc1,c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1
CN1CCN(S(=O)(=O)c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)C1,O=S(=O)(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCNC1
C1=CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,C1=CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C#N,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
Clc1ccc(Nc2nccc(-c3ncncn3)n2)cc1,c1ccc(Nc2nccc(-c3ncncn3)n2)cc1
CC(=O)c1ncc(-c2ccnc(NC3CC3)n2)nc1C(F)CF,c1cnc(-c2ccnc(NC3CC3)n2)cn1
Cn1ncc(-c2ccnc(Nc3ccc(C(=O)O)cc3)n2)c1F,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1
Cn1ncc(-c2ccnc(Nc3ccc(C4CC4)cc3)n2)c1C1CCCC1,c1cc(-c2cn[nH]c2C2CCCC2)nc(Nc2ccc(C3CC3)cc2)n1
CCCNc1ncc(Cl)c(-c2ccnc(Nc3ccccc3)n2)n1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
[C-]#[N+]c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
COCc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
COC(=O)c1ccc(Nc2nccc(-c3ccc(OC)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
O=C1C=C(Nc2nccc(-c3ccccc3)n2)C1,O=C1C=C(Nc2nccc(-c3ccccc3)n2)C1
O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCN(O)CC1,O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCNCC1
NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
CN(C1CCC(Nc2nccc(-c3cn(C)c4ncccc34)n2)CC1)C1CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCC(NC5CC5)CC4)n3)c2c1
CC1CCC(Nc2nccc(-c3c[nH]c4ccccc34)n2)CO1,c1ccc2c(-c3ccnc(NC4CCCOC4)n3)c[nH]c2c1
c1ccc(-c2ccnc(Nc3ccc(NC4CC4)cc3)n2)cc1,c1ccc(-c2ccnc(Nc3ccc(NC4CC4)cc3)n2)cc1
Clc1ccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)cc1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
C=Cc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
Clc1cccc(-c2ccnc(NC3COC3)n2)c1,c1ccc(-c2ccnc(NC3COC3)n2)cc1
CC(CCCO)c1c(-c2ccnc(NC3CCNCC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CCNCC2)n1
c1ccc2c(-c3ccnc(NC4CCOCC4)c3)c[nH]c2c1,c1ccc2c(-c3ccnc(NC4CCOCC4)c3)c[nH]c2c1
CC1(O)C(=O)NCc2cc(-c3ccnc(NC4CC4)n3)cnc21,O=C1Cc2ncc(-c3ccnc(NC4CC4)n3)cc2CN1
c1cc2[nH]cc(-c3ccnc(NC4CC4)n3)c2cn1,c1cc2[nH]cc(-c3ccnc(NC4CC4)n3)c2cn1
Nc1ncc(-c2ccnc(NC3CC3)n2)c(NC2CC2Cl)n1,c1cc(-c2cncnc2NC2CC2)nc(NC2CC2)n1
CCCc1cc(-c2ccnc(Nc3ccc(C4C=CC(=O)C4)cc3)n2)c[nH]1,O=C1C=CC(c2ccc(Nc3nccc(-c4cc[nH]c4)n3)cc2)C1
O=C(F)c1ccc(Nc2nccc(-c3cn[nH]c3C3CCOC3)n2)cc1,c1ccc(Nc2nccc(-c3cn[nH]c3C3CCOC3)n2)cc1
NC(=O)c1ccccc1Nc1nc(NC2CCNC2)ncc1Cl,c1ccc(Nc2ccnc(NC3CCNC3)n2)cc1
Nc1cccnc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)nc1
C=Cc1nccc(-c2ccnc(NC3CCCN(C)CC3)n2)n1,c1cc(-c2ccnc(NC3CCCNCC3)n2)ncn1
Cc1[nH]cc(Cl)c1-c1ccnc(NC2CC2)n1,c1cc(-c2cc[nH]c2)nc(NC2CC2)n1
NC1CCN(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)CC1,c1ccc(-c2ccnc(Nc3ccc(N4CCCCC4)cc3)n2)cc1
Brc1cn[nH]c1-c1ccnc(NC2CC2)n1,c1cc(-c2ccnc(NC3CC3)n2)[nH]n1
CC(=O)C1CCC(Nc2nccc(-c3ccnc(Nc4ccccc4)c3)n2)CC1,c1ccc(Nc2cc(-c3ccnc(NC4CCCCC4)n3)ccn2)cc1
CCN(CCF)C1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
CNS(=O)(=O)c1ccc(Nc2nccc(-c3ccc(C)s3)n2)cc1,c1ccc(Nc2nccc(-c3cccs3)n2)cc1
CC1CC(c2c(-c3ccnc(NC4CCC4)n3)cnn2C)CN1N,c1cc(-c2cn[nH]c2C2CCNC2)nc(NC2CCC2)n1
NC(=O)c1ccccc1Nc1nc(NC2=NC(=O)C(F)C2)ncc1Cl,O=C1CCC(Nc2nccc(Nc3ccccc3)n2)=N1
CC1CCC(Nc2nccc(-c3cn(C)c4ncc(C#N)cc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
Nc1nnc(-n2c(-c3ccnc(NC4CC4)n3)cnc2N)nc1F,c1cnc(-n2cncc2-c2ccnc(NC3CC3)n2)nn1
COc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1
Fc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,c1ccc(Nc2nccc(-c3ccccn3)n2)cc1
COCCC(c1c(-c2ccnc(NC3CC3)n2)cnn1C)C1CCNC1,c1cc(-c2cn[nH]c2CC2CCNC2)nc(NC2CC2)n1
Nc1ccc(-c2ccnc(Nc3cccc(Cl)c3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCOC1,O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCOC1
c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CC2)n1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CC2)n1
O=c1ccc(-c2ccnc(NC3CCC3)n2)co1,O=c1ccc(-c2ccnc(NC3CCC3)n2)co1
O=CNc1cc(Nc2nccc(-c3ccccc3)n2)ccc1Cl,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
Clc1cnc(Nc2ccc(-n3cnc(C4CCCC4)n3)cc2)nc1Cl,c1cnc(Nc2ccc(-n3cnc(C4CCCC4)n3)cc2)nc1
Clc1cccc(Nc2nccc(-c3cnc(NC4CC4)nc3Cl)n2)c1,c1ccc(Nc2nccc(-c3cnc(NC4CC4)nc3)n2)cc1
Clc1ccc(Nc2nccc(-c3cn[nH]c3Br)n2)cc1,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1
Cn1nc(Nc2nc(Nc3ccc(Cl)cc3)ncc2Cl)c(C(N)=O)n1,c1ccc(Nc2nccc(Nc3cn[nH]n3)n2)cc1
OC1CCC(Nc2nccc(-c3cn[nH]c3C3CCCOC3)n2)CC1,c1cc(-c2cn[nH]c2C2CCCOC2)nc(NC2CCCCC2)n1
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(F)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
Fc1ccc(Nc2nccc(-c3nc(NC4CCCNC4)ncc3Cl)n2)cc1,c1ccc(Nc2nccc(-c3ccnc(NC4CCCNC4)n3)n2)cc1
Fc1ccc(Nc2cc(-c3cn[nH]c3C3CCCC3)ccn2)cc1,c1ccc(Nc2cc(-c3cn[nH]c3C3CCCC3)ccn2)cc1
COc1ccc(-c2ccnc(NC3CCOC(C)C3)n2)cc1,c1ccc(-c2ccnc(NC3CCOCC3)n2)cc1
OCCC(O)c1c(-c2ccnc(NC3CC3)n2)cnn1C1CCOC1,c1cc(-c2cnn(C3CCOC3)c2)nc(NC2CC2)n1
O=c1cc(-c2ccnc(NC3CCNCC3)n2)c(NC2CCC2)c[nH]1,O=c1cc(-c2ccnc(NC3CCNCC3)n2)c(NC2CCC2)c[nH]1
N#CC1=NN(C2CC2)C(=O)C1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,O=C1C(Nc2ccnc(Nc3ccccc3)n2)C=NN1C1CC1
NN1CCN(c2ccc(Nc3nccc(-c4ccc(Cl)cc4)n3)cc2F)C1,c1ccc(-c2ccnc(Nc3ccc(N4CCNC4)cc3)n2)cc1
CSc1c(-c2ccnc(NC3CCC(F)C3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CCCC2)n1
CNc1nccc(-c2ccnc(NC3CCN(C4CC4)CC3)n2)n1,c1cc(-c2ccnc(NC3CCN(C4CC4)CC3)n2)ncn1
O=c1[nH]ccc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)c1Cl,O=c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)cc[nH]1
O=C(c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1)N1CCC1,O=C(c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1)N1CCC1
CC(F)(C#N)c1ncc(-c2ccnc(NC3CC3)n2)nc1NC1CC1,c1cc(-c2cncc(NC3CC3)n2)nc(NC2CC2)n1
O=Cc1ccccc1Nc1nc(Nc2ccncc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccncc3)n2)cc1
NC1C(=O)NN=C1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl,O=C1CC(Nc2ccnc(Nc3ccccc3)n2)=NN1
c1ccc(Nc2cc(-c3cnnc(NC4CC4)n3)ccn2)cc1,c1ccc(Nc2cc(-c3cnnc(NC4CC4)n3)ccn2)cc1
O=C1N=C(Nc2nccc(-c3cnn(CC4CC4)c3)n2)CC1O,O=C1CCC(Nc2nccc(-c3cnn(CC4CC4)c3)n2)=N1
CNc1cc(-c2[nH]c(NC=S)nc2-c2ccc(F)cc2)ccn1,c1ccc(-c2nc[nH]c2-c2ccncc2)cc1
NC1CCC(Nc2nccc(Nc3ccc(-c4ccccc4)cn3)n2)CC1,c1ccc(-c2ccc(Nc3ccnc(NC4CCCCC4)n3)nc2)cc1
CCn1ncc(-c2ccnc(NC3CCOC3)n2)c1Cl,c1cc(-c2cn[nH]c2)nc(NC2CCOC2)n1
O=CNc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
CN1CCN(S(=O)(=O)c2ccc(Nc3nccc(-c4cc[nH]c(=O)n4)n3)cc2)CC1,O=c1nc(-c2ccnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)n2)cc[nH]1
Cn1cc(Cl)c(-c2ccnc(NC3CC3)n2)c1,c1cc(-c2cc[nH]c2)nc(NC2CC2)n1
Nc1nc(-c2ccc(F)cc2)cc(-c2ccnc(NC3CCC(F)C3)n2)n1,c1ccc(-c2cc(-c3ccnc(NC4CCCC4)n3)ncn2)cc1
